Unnamed: 0,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
6870692,00:09.0,16.9,2011-08-16 18:00:09 UTC,-73.963115,40.769203,-73.999576,40.73872,1
40710332,37:00.0,11.3,2011-02-24 08:37:00 UTC,-73.988388,40.748602,-73.954457,40.778202,1
54697168,07:53.0,3.7,2012-03-30 19:07:53 UTC,0,0,0,0,2
13129672,49:37.0,9.5,2014-10-29 07:49:37 UTC,-73.981391,40.768806,-73.955629,40.765976,1
49602156,08:00.0,9.5,2014-04-05 13:08:00 UTC,-73.983695,40.7297,-73.976628,40.752257,1
29948987,27:31.0,14.5,2011-07-26 14:27:31 UTC,-73.9821,40.7787,-73.9387,40.8109,0
5807513,20:07.0,6.1,2012-01-22 21:20:07 UTC,-73.980276,40.780474,-73.956943,40.783088,1
36928309,22:00.0,9.7,2012-02-01 01:22:00 UTC,-73.987905,40.721138,-74.00745,40.705498,5
41087550,23:00.0,5.7,2012-07-22 01:23:00 UTC,-73.984255,40.748255,-73.984255,40.748255,6
13698433,01:00.0,9.7,2009-10-24 15:01:00 UTC,-73.973803,40.789398,-73.984913,40.760593,1
2367125,36:00.0,8.5,2013-12-23 08:36:00 UTC,-73.951402,40.769965,-73.971295,40.757892,5
46858611,10:00.0,4.9,2012-04-21 22:10:00 UTC,-73.98127,40.768815,-73.972742,40.780502,1
7186272,30:00.0,27.7,2011-04-21 10:30:00 UTC,-73.872875,40.774028,-73.983227,40.765707,5
50199634,56:33.0,5.7,2010-06-15 02:56:33 UTC,-73.981217,40.725167,-73.995346,40.728226,1
31262654,43:27.0,4.5,2010-01-06 19:43:27 UTC,-73.948672,40.789007,-73.940891,40.789939,1
6674305,37:00.0,10.1,2010-07-06 22:37:00 UTC,-73.984238,40.757108,-74.005485,40.725995,1
48056562,34:00.0,11,2014-02-22 22:34:00 UTC,-74.005148,40.719137,-73.980457,40.72867,1
17949694,56:00.0,15.5,2012-11-16 19:56:00 UTC,-73.973787,40.751675,-73.97215,40.79232,1
19610747,35:04.0,4.5,2012-05-27 03:35:04 UTC,-73.988533,40.760671,-73.98475,40.754172,1
36263257,51:00.0,17,2013-02-09 20:51:00 UTC,-73.999507,40.7348,-73.995265,40.720725,1
44632849,03:00.0,11.7,2010-06-29 21:03:00 UTC,-73.962733,40.766543,-73.997815,40.735357,2
20674849,27:18.0,8.5,2010-05-02 07:27:18 UTC,-73.990142,40.719382,-73.977012,40.751754,1
25848169,38:00.0,3.7,2009-08-24 12:38:00 UTC,-73.971497,40.746688,-73.96508,40.755535,2
52588368,28:00.0,25.7,2011-11-06 19:28:00 UTC,-73.871005,40.773772,-73.985997,40.7526,1
28503692,13:00.0,2.5,2012-05-07 11:13:00 UTC,0,0,0,0,4
17558465,45:00.0,4.9,2012-07-06 17:45:00 UTC,-73.999477,40.743937,-73.992997,40.752592,1
7819332,14:16.0,5.5,2014-04-26 15:14:16 UTC,-73.982716,40.742439,-73.982716,40.742439,1
47974540,15:16.0,6.9,2011-06-15 10:15:16 UTC,-73.945904,40.773247,-73.964741,40.76024,1
16793961,12:00.0,9.3,2011-05-24 16:12:00 UTC,-73.966827,40.793532,-73.944645,40.79999,2
20142740,03:54.0,10.1,2011-02-04 23:03:54 UTC,-73.96747,40.756418,-73.99253,40.756558,2
23874197,01:00.0,6.1,2009-03-19 11:01:00 UTC,-73.971373,40.754655,-73.958788,40.772592,2
47503784,13:00.0,7.3,2010-12-09 09:13:00 UTC,-74.012153,40.701342,-73.986957,40.712978,1
200839,34:00.0,10.9,2009-02-08 04:34:00 UTC,-73.979925,40.74361,-73.956082,40.745993,1
19690600,57:00.0,4.9,2010-06-10 10:57:00 UTC,-73.99146,40.701932,-73.99146,40.701932,1
38098148,28:00.0,12,2014-11-21 21:28:00 UTC,-73.989308,40.747947,-73.954582,40.777875,3
37995279,12:00.0,14.1,2009-10-19 08:12:00 UTC,-73.97992,40.735182,-73.98557,40.762427,2
4554600,50:00.0,4.5,2012-06-14 13:50:00 UTC,-73.962637,40.778432,-73.973497,40.782875,6
13041195,35:05.0,6.9,2010-10-24 13:35:05 UTC,-73.973172,40.761143,-73.983888,40.769779,2
19462418,05:00.0,50.33,2014-04-21 21:05:00 UTC,-73.78813,40.64144,-73.92354,40.80767,1
495337,53:50.0,16.1,2012-03-09 02:53:50 UTC,-73.98955,40.734268,-73.95929,40.670678,1
3585292,26:23.0,9.3,2011-08-16 08:26:23 UTC,-73.97258,40.764803,-73.998702,40.75355,1
26706301,45:00.0,7,2013-01-20 20:45:00 UTC,-73.977777,40.684615,-73.978945,40.696247,6
17840369,59:00.0,4,2014-03-16 16:59:00 UTC,-73.95251,40.778202,-73.949418,40.785115,3
43632909,50:00.0,14.1,2012-01-13 21:50:00 UTC,-73.96632,40.76777,-74.008163,40.715747,1
48950105,21:00.0,5.5,2013-10-16 23:21:00 UTC,-73.982983,40.72265,-73.984087,40.715237,3
9589050,40:58.0,14.1,2010-03-21 21:40:58 UTC,-73.998084,40.750844,-73.950196,40.785552,1
50100623,25:26.0,7,2014-03-19 21:25:26 UTC,-73.997954,40.745129,-74.006583,40.739668,1
12623913,16:00.0,4.9,2009-01-03 12:16:00 UTC,-73.97055,40.75674,-73.9685,40.76316,1
29164252,16:00.0,4.5,2011-12-30 15:16:00 UTC,-73.999202,40.724755,-73.99091,40.728127,5
34484785,49:16.0,6,2012-10-16 15:49:16 UTC,-74.000256,40.726546,-73.990544,40.730944,1
27983383,31:55.0,5.3,2010-03-07 07:31:55 UTC,-73.977696,40.729954,-73.996271,40.737197,1
25477300,44:00.0,6.5,2010-09-19 13:44:00 UTC,-73.982702,40.7823,-74.00213,40.72809,5
46572384,52:00.0,20,2014-12-19 18:52:00 UTC,-73.954,40.774719,-73.983391,40.760517,1
51148516,57:00.0,7.7,2009-08-11 14:57:00 UTC,-73.955452,40.782663,-73.969993,40.761323,1
52193016,57:38.0,8.9,2011-03-16 08:57:38 UTC,-73.997455,40.744982,-73.986263,40.751809,1
3689607,26:23.0,5.5,2012-12-15 03:26:23 UTC,-73.920139,40.768318,-73.931804,40.76652,1
27437028,09:42.0,7.7,2010-12-07 00:09:42 UTC,-73.984877,40.732531,-73.986251,40.714372,1
52255889,08:10.0,6.5,2011-03-16 00:08:10 UTC,-73.978067,40.729517,-73.999315,40.727969,2
33997293,31:24.0,4.5,2010-06-07 08:31:24 UTC,-73.991609,40.75007,-73.984564,40.743399,2
25452418,49:00.0,9.5,2014-12-31 18:49:00 UTC,-73.9765,40.75727,-73.95141,40.77414,1
44056218,44:06.0,7.7,2011-04-24 18:44:06 UTC,-74.004427,40.74248,-73.987509,40.769313,1
41192649,29:10.0,6.1,2012-03-22 23:29:10 UTC,-73.998672,40.675266,-73.998672,40.675266,1
27249177,26:54.0,17,2014-12-10 10:26:54 UTC,-73.967448,40.756864,-74.004524,40.723745,1
27810315,31:03.0,57.33,2014-11-30 11:31:03 UTC,-73.776715,40.645265,-73.97737,40.782728,3
37743336,04:00.0,10.5,2013-12-12 23:04:00 UTC,-74.010347,40.714407,-73.98306,40.726757,1
43171212,16:00.0,11.5,2014-02-27 09:16:00 UTC,-73.982155,40.731907,-73.974235,40.751697,2
21264755,05:00.0,14.1,2012-06-19 10:05:00 UTC,-74.001937,40.746772,-73.956268,40.763407,1
44651351,44:54.0,5.7,2011-12-20 23:44:54 UTC,-73.973387,40.747192,-73.966581,40.7607,1
43965602,25:32.0,8.9,2012-03-19 13:25:32 UTC,-73.961493,40.774451,-73.982124,40.774855,1
44139415,09:20.0,4.9,2010-09-01 17:09:20 UTC,-73.953252,40.779887,-73.946348,40.7892,3
31632843,33:00.0,7.7,2011-12-16 00:33:00 UTC,-74.00216,40.738512,-73.981733,40.764737,1
17275221,50:11.0,7.3,2012-07-24 08:50:11 UTC,-73.99479,40.740377,-74.006002,40.720298,1
28214862,44:55.0,14.1,2012-08-08 21:44:55 UTC,-73.988879,40.736764,-73.944844,40.80263,1
52259213,39:00.0,5.7,2011-07-30 13:39:00 UTC,-73.989785,40.735542,-74.00575,40.741153,6
50551174,49:00.0,10.5,2014-06-18 12:49:00 UTC,-73.961042,40.769267,-73.979192,40.777725,1
34789551,55:00.0,8.9,2011-02-24 18:55:00 UTC,-73.983258,40.767145,-73.962288,40.763753,1
31254295,30:00.0,9.5,2014-05-14 07:30:00 UTC,-73.987563,40.738545,-73.972425,40.759302,1
20846164,57:00.0,8.9,2010-04-06 19:57:00 UTC,-73.964627,40.760822,-73.988405,40.725787,1
7399439,03:00.0,22.1,2011-02-17 15:03:00 UTC,-73.97115,40.764218,-73.937922,40.855055,1
9691906,48:33.0,32,2014-06-15 00:48:33 UTC,-73.989217,40.721238,-73.933218,40.851352,1
23625060,52:00.0,6.1,2009-06-19 04:52:00 UTC,-73.97245,40.750047,-73.985447,40.728288,5
39214597,41:03.0,7,2013-07-13 19:41:03 UTC,-73.980993,40.782869,-73.981935,40.7671,2
16256716,34:00.0,15,2014-10-09 21:34:00 UTC,-73.962477,40.758782,-73.9965,40.733067,1
3086195,31:27.0,9,2013-05-08 20:31:27 UTC,-73.978814,40.76407,-73.986868,40.748617,1
52304357,28:15.0,9,2014-08-14 22:28:15 UTC,-73.986201,40.746002,-73.965491,40.762873,1
17739562,50:40.0,5.7,2011-04-28 13:50:40 UTC,-73.973495,40.748651,-73.977835,40.737905,2
40228830,03:00.0,49.8,2011-04-17 08:03:00 UTC,-73.989267,40.758773,-73.789407,40.642023,1
33651353,31:00.0,4.5,2014-10-11 04:31:00 UTC,-73.986705,40.761817,-73.990802,40.75604,1
3838826,44:00.0,30.5,2011-05-21 18:44:00 UTC,-73.991605,40.71641,-73.982248,40.778225,4
28885725,48:00.0,5.7,2010-04-21 18:48:00 UTC,-73.96172,40.776278,-73.965122,40.76327,5
6200581,54:58.0,5,2013-09-02 16:54:58 UTC,-73.987194,40.72932,-73.987624,40.738381,1
36897185,32:00.0,12.1,2010-05-06 16:32:00 UTC,-73.956492,40.763187,-74.000635,40.741498,1
16085840,57:56.0,7.5,2014-10-16 17:57:56 UTC,-73.972003,40.750153,-73.987547,40.728652,1
10358662,17:29.0,2.9,2011-05-11 23:17:29 UTC,-73.967589,40.80322,-73.969483,40.800372,1
24426596,52:00.0,9.5,2013-07-11 15:52:00 UTC,-73.993402,40.745597,-73.978832,40.750595,5
23409881,31:00.0,8.5,2013-04-27 11:31:00 UTC,-73.974755,40.762027,-73.987525,40.749755,2
20918625,37:46.0,16,2013-01-24 07:37:46 UTC,-74.007502,40.705267,-73.975002,40.75509,1
51942820,21:47.0,35,2015-06-25 00:21:47 UTC,-74.00959778,40.72344208,-73.91849518,40.76967239,1
3823702,23:00.0,29,2013-08-07 16:23:00 UTC,-73.789722,40.643665,-73.77881,40.726537,1
39311060,48:40.0,12.1,2011-07-23 15:48:40 UTC,-73.95141,40.77852,-73.984414,40.733145,2
1700331,39:52.0,15,2012-12-14 14:39:52 UTC,-73.973541,40.754336,-73.975461,40.787995,1
47026998,03:00.0,5,2014-05-07 00:03:00 UTC,-73.961382,40.771597,-73.96889,40.764155,1
2256467,06:56.0,18,2014-12-29 15:06:56 UTC,-73.943062,40.799412,-73.943062,40.799412,2
35369401,50:00.0,8,2013-08-06 07:50:00 UTC,-73.991405,40.744715,-73.975032,40.758185,1
19893575,19:00.0,24.5,2009-02-03 12:19:00 UTC,-73.984313,40.728863,-73.992513,40.737755,1
53989869,59:00.0,7.3,2012-04-02 14:59:00 UTC,-73.986365,40.752932,-73.969497,40.757307,1
4394905,53:12.0,49.83,2014-10-19 14:53:12 UTC,-73.976573,40.780524,-73.86203,40.768589,2
39187881,19:25.0,14.5,2012-08-13 09:19:25 UTC,-73.957313,40.78264,-74.00776,40.751645,1
31373842,12:49.0,6,2013-06-20 17:12:49 UTC,-73.974554,40.75977,-73.964649,40.772985,1
49746410,33:00.0,7.3,2009-11-23 22:33:00 UTC,-74.000302,40.742857,-73.990308,40.760882,2
14704637,32:21.0,11.3,2012-03-09 18:32:21 UTC,-74.005438,40.736975,-73.995827,40.763958,1
12110947,09:00.0,10.5,2014-03-08 03:09:00 UTC,-73.983405,40.766057,-73.971525,40.797762,2
38085738,10:36.0,6.1,2010-12-21 21:10:36 UTC,-74.001905,40.751384,-73.989798,40.772288,1
36098973,17:00.0,22,2014-12-24 17:17:00 UTC,-74.014115,40.712082,-73.973148,40.755993,1
22550792,57:07.0,12.9,2011-12-07 10:57:07 UTC,-73.984146,40.732133,-73.9635,40.773632,2
31585645,33:27.0,7.7,2009-04-15 10:33:27 UTC,-73.968737,40.767163,-73.980349,40.748037,1
39781803,51:03.0,5.7,2009-09-29 21:51:03 UTC,-73.986764,40.76658,-74.000943,40.747066,1
20538091,01:33.0,43.6,2013-02-12 03:01:33 UTC,-73.990421,40.719473,-74.077364,40.605534,1
16890874,24:00.0,6.1,2011-06-12 20:24:00 UTC,-73.973317,40.6859,-73.988695,40.693605,1
42535022,27:01.0,5,2013-04-12 13:27:01 UTC,-73.961961,40.776531,-73.950478,40.772373,1
42867949,34:32.0,17,2013-02-01 10:34:32 UTC,-73.971086,40.783008,-73.986245,40.748325,1
17496756,48:00.0,26.9,2010-03-10 08:48:00 UTC,-73.96772,40.766888,-73.999525,40.692453,1
41958797,41:00.0,23.5,2013-07-30 13:41:00 UTC,-73.994792,40.718412,-73.974673,40.788142,5
37732497,43:00.0,8.9,2011-09-25 11:43:00 UTC,-73.91338,40.783318,-73.916005,40.778498,5
7378141,46:38.0,22.5,2015-02-05 17:46:38 UTC,-73.97170258,40.78705215,-73.9786911,40.72426987,1
2341791,48:42.0,17.3,2011-01-13 18:48:42 UTC,-73.957284,40.77007,-74.008629,40.705839,1
53187550,13:00.0,7.7,2010-01-31 11:13:00 UTC,-73.979707,40.746252,-73.979045,40.723907,1
24941443,36:37.0,8.5,2012-02-02 22:36:37 UTC,-73.971083,40.758483,-73.972349,40.786581,1
1269902,04:39.0,6.1,2010-08-17 21:04:39 UTC,-73.989779,40.736723,-73.996881,40.743729,1
40305549,34:00.0,4,2014-04-21 10:34:00 UTC,-73.981112,40.73336,-73.975518,40.741152,1
37152618,13:50.0,4.9,2011-02-12 23:13:50 UTC,-73.971575,40.750891,-73.980362,40.738879,1
37758236,12:00.0,23,2012-09-15 17:12:00 UTC,-73.934667,40.81065,0,0,1
53915806,55:40.0,9,2014-02-09 14:55:40 UTC,-73.984937,40.764073,-73.967373,40.787994,1
47867825,38:00.0,7,2014-03-01 21:38:00 UTC,-73.971,40.762457,-73.985142,40.768555,1
15314647,43:00.0,7.7,2009-02-12 08:43:00 UTC,-73.971387,40.78238,-73.971983,40.765598,5
41962037,00:11.0,5.5,2014-01-18 19:00:11 UTC,-73.976771,40.775191,-73.972589,40.764739,1
30255210,08:00.0,16,2013-12-17 18:08:00 UTC,-73.97465,40.753612,-73.999913,40.707917,2
22890614,17:24.0,9.7,2012-08-17 00:17:24 UTC,-74.005783,40.750778,-73.993367,40.72434,1
20248985,26:33.0,8.9,2010-11-15 11:26:33 UTC,-73.981095,40.725238,-73.985002,40.747603,2
16459595,31:58.0,6.5,2012-10-07 01:31:58 UTC,-73.983056,40.764529,-73.988498,40.778517,1
13630225,18:00.0,9.7,2009-12-11 16:18:00 UTC,-73.96636,40.595143,-73.956832,40.59332,1
448194,00:00.0,8,2013-04-22 22:00:00 UTC,-73.979477,40.784702,-73.994017,40.76671,1
41276847,39:08.0,8,2015-04-29 06:39:08 UTC,-73.96302795,40.75818634,-73.95681,40.77738953,1
5199496,28:24.0,8,2013-11-26 19:28:24 UTC,-73.993128,40.734978,-73.989251,40.747873,1
1405750,28:33.0,5.7,2010-06-06 14:28:33 UTC,-73.977442,40.761197,-73.987962,40.75563,1
24385270,09:39.0,12.9,2012-05-24 05:09:39 UTC,-73.991984,40.722094,-73.995311,40.767007,1
49310037,24:00.0,10.1,2011-02-08 22:24:00 UTC,-73.95991,40.798263,-73.962388,40.76341,5
52795368,35:47.0,9.7,2011-11-19 19:35:47 UTC,-73.978145,40.786519,-73.978988,40.763277,4
18493476,41:00.0,6.1,2009-09-23 13:41:00 UTC,0,0,0,0,1
12935788,51:00.0,21,2013-07-08 13:51:00 UTC,-73.866082,40.771262,-73.943815,40.74663,1
34342245,37:00.0,13,2014-05-16 21:37:00 UTC,-73.965558,40.766873,-73.998275,40.74357,1
53549932,46:09.0,6,2015-03-14 18:46:09 UTC,-73.99208832,40.75025558,-74.00379181,40.73728561,1
37170177,03:53.0,10.5,2013-08-02 14:03:53 UTC,-73.991578,40.749616,-74.001329,40.724354,1
49563394,59:51.0,6.5,2009-05-12 14:59:51 UTC,-73.982017,40.778607,-73.966151,40.789566,1
3529001,22:00.0,20.5,2014-11-24 09:22:00 UTC,-73.95544,40.777072,-73.988005,40.737977,1
37613854,46:00.0,11.7,2010-09-13 14:46:00 UTC,-74.009923,40.71486,-74.00702,40.70572,1
7776484,55:00.0,6,2014-01-22 17:55:00 UTC,-74.014197,40.717702,-74.006187,40.718137,1
36492548,19:36.0,12,2013-12-30 18:19:36 UTC,-73.993631,40.724531,-73.97387,40.756085,3
23648249,36:13.0,12,2013-10-24 07:36:13 UTC,-73.970466,40.762012,-73.94589,40.773391,1
42011314,16:00.0,17.3,2009-09-30 12:16:00 UTC,-73.987643,40.749895,-73.946938,40.776097,2
24996507,47:39.0,6.5,2012-10-27 16:47:39 UTC,-73.964379,40.764516,-73.948489,40.774851,1
17460761,15:27.0,29.87,2010-06-14 17:15:27 UTC,-73.862859,40.769082,-73.972477,40.755878,1
2291534,28:57.0,10,2013-02-25 20:28:57 UTC,-73.99037,40.756265,-73.975655,40.781925,1
23741556,24:18.0,5.5,2013-06-21 04:24:18 UTC,-73.926424,40.775073,-73.908719,40.778094,1
18711370,35:57.0,7.3,2009-04-22 06:35:57 UTC,-73.992086,40.739153,-74.010538,40.720191,1
27928220,07:13.0,5.7,2009-01-09 10:07:13 UTC,-73.991103,40.742053,-73.980764,40.750973,1
4167485,44:27.0,5.3,2011-02-17 19:44:27 UTC,-73.999996,40.727079,-74.001059,40.739204,1
46562445,03:13.0,8,2015-02-28 18:03:13 UTC,-73.98526764,40.76356125,-73.97795868,40.77872849,1
50973086,34:22.0,8.1,2010-03-23 15:34:22 UTC,-74.004927,40.735002,-74.00297,40.760285,1
47631310,48:40.0,8,2015-02-06 21:48:40 UTC,-73.98537445,40.7735939,-73.96873474,40.79747009,3
24470126,01:00.0,8.9,2011-05-31 09:01:00 UTC,-74.015242,40.709418,-73.992247,40.72389,1
28171190,48:00.0,9,2013-01-03 20:48:00 UTC,-73.966932,40.77265,-73.988522,40.756432,1
41017013,31:19.0,7,2014-06-08 05:31:19 UTC,-73.949636,40.80218,-73.953631,40.816955,2
49303262,42:00.0,10.1,2009-11-19 22:42:00 UTC,-73.982967,40.768945,-73.982362,40.755495,2
26151151,09:00.0,10.1,2011-09-23 22:09:00 UTC,-73.989948,40.725647,-73.972688,40.751332,5
48173086,52:41.0,6.5,2011-03-26 00:52:41 UTC,-73.952943,40.772112,-73.973092,40.764043,1
50636078,00:19.0,12,2013-12-08 02:00:19 UTC,-73.985063,40.732293,-73.996128,40.758884,1
17093412,14:35.0,4.5,2015-05-13 00:14:35 UTC,-73.99386597,40.7616806,-73.98497772,40.76391602,2
48217409,46:00.0,4.5,2014-10-28 12:46:00 UTC,-73.9952,40.744772,-74.00435,40.747952,2
12005544,07:44.0,13,2014-09-11 20:07:44 UTC,-73.988329,40.721407,-74.004315,40.747559,2
27588967,46:19.0,8.9,2012-08-25 07:46:19 UTC,-73.957465,40.761328,-73.951067,40.790831,1
37749772,05:11.0,5.5,2013-03-23 01:05:11 UTC,-73.92555,40.76182,-73.916658,40.764538,1
17237214,06:00.0,8,2014-10-23 21:06:00 UTC,-73.990562,40.750875,-73.989163,40.774307,1
20357733,23:00.0,7.3,2010-02-19 09:23:00 UTC,-74.006457,40.738595,-74.01511,40.71419,1
18028566,03:26.0,13,2012-12-12 21:03:26 UTC,-73.976229,40.765468,-73.94867,40.773783,1
